"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time (LST)","Year","Month","Day","Time (LST)","Temp (°C)","Temp Flag","Dew Point Temp (°C)","Dew Point Temp Flag","Rel Hum (%)","Rel Hum Flag","Precip. Amount (mm)","Precip. Amount Flag","Wind Dir (10s deg)","Wind Dir Flag","Wind Spd (km/h)","Wind Spd Flag","Visibility (km)","Visibility Flag","Stn Press (kPa)","Stn Press Flag","Hmdx","Hmdx Flag","Wind Chill","Wind Chill Flag","Weather"
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-01-07 01:00","2021","01","07","01:00","-4.7","","-8.7","","73","","0.0","","18","","1","","","","93.68","","","","-5","","NA"
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-01-07 02:00","2021","01","07","02:00","-5.4","","-9.1","","75","","0.0","","21","","5","","","","93.73","","","","-8","","NA"
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-01-07 03:00","2021","01","07","03:00","-6.0","","-9.1","","79","","0.0","","25","","4","","","","93.82","","","","-8","","NA"
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-01-07 04:00","2021","01","07","04:00","-7.7","","-10.2","","83","","0.0","","21","","5","","","","93.89","","","","-10","","NA"
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-01-07 05:00","2021","01","07","05:00","-9.1","","-10.4","","90","","0.0","","21","","6","","","","93.96","","","","-12","","NA"
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-01-07 06:00","2021","01","07","06:00","-6.8","","-9.7","","80","","0.0","","21","","9","","","","94.07","","","","-11","","NA"
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-01-07 07:00","2021","01","07","07:00","-6.7","","-10.2","","76","","0.0","","23","","7","","","","94.10","","","","-10","","NA"
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-01-07 08:00","2021","01","07","08:00","-7.0","","-11.0","","73","","0.0","","23","","7","","","","94.14","","","","-11","","NA"
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-01-07 09:00","2021","01","07","09:00","-7.3","","-10.6","","77","","0.0","","25","","6","","","","94.15","","","","-10","","NA"
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-01-07 10:00","2021","01","07","10:00","-6.9","","-11.0","","73","","0.0","","20","","4","","","","94.23","","","","-9","","NA"
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-01-07 11:00","2021","01","07","11:00","-2.6","","-8.7","","62","","0.0","","28","","9","","","","94.32","","","","-6","","NA"
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-01-07 12:00","2021","01","07","12:00","0.2","","-8.3","","53","","0.0","","21","","4","","","","94.31","","","","","","NA"
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-01-07 13:00","2021","01","07","13:00","0.3","","-7.7","","55","","0.0","","19","","7","","","","94.33","","","","","","NA"
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-01-07 14:00","2021","01","07","14:00","1.3","","-7.9","","50","","0.0","","21","","8","","","","94.36","","","","","","NA"
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-01-07 15:00","2021","01","07","15:00","2.2","","-7.8","","47","","0.0","","20","","6","","","","94.37","","","","","","NA"
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-01-07 16:00","2021","01","07","16:00","0.6","","-8.3","","51","","0.0","","22","","7","","","","94.46","","","","","","NA"
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-01-07 17:00","2021","01","07","17:00","-1.8","","-8.6","","60","","0.0","","23","","7","","","","94.54","","","","-4","","NA"
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-01-07 18:00","2021","01","07","18:00","-4.3","","-9.2","","68","","0.0","","22","","5","","","","94.58","","","","-6","","NA"
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-01-07 19:00","2021","01","07","19:00","-5.2","","-9.5","","72","","0.0","","19","","6","","","","94.58","","","","-8","","NA"
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-01-07 20:00","2021","01","07","20:00","-5.8","","-9.3","","76","","0.0","","19","","2","","","","94.54","","","","-7","","NA"
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-01-07 21:00","2021","01","07","21:00","-7.1","","-9.6","","82","","0.0","","22","","2","","","","94.51","","","","-8","","NA"
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-01-07 22:00","2021","01","07","22:00","-6.3","","-9.8","","76","","0.0","","24","","6","","","","94.54","","","","-9","","NA"
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-01-07 23:00","2021","01","07","23:00","-7.2","","-11.1","","74","","0.0","","21","","7","","","","94.56","","","","-11","","NA"
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-01-08 00:00","2021","01","08","00:00","-9.2","","-11.4","","84","","0.0","","21","","6","","","","94.51","","","","-13","","NA"
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-01-08 01:00","2021","01","08","01:00","-9.6","","-12.0","","83","","0.0","","21","","3","","","","94.47","","","","-11","","NA"
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-01-08 02:00","2021","01","08","02:00","-8.9","","-11.9","","79","","0.0","","27","","8","","","","94.49","","","","-13","","NA"
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-01-08 03:00","2021","01","08","03:00","-10.2","","-12.7","","82","","0.0","","22","","3","","","","94.47","","","","-12","","NA"
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-01-08 04:00","2021","01","08","04:00","-9.9","","-12.1","","84","","0.0","","36","","2","","","","94.44","","","","-11","","NA"
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-01-08 05:00","2021","01","08","05:00","-10.0","","-12.7","","81","","0.0","","7","","4","","","","94.38","","","","-12","","NA"
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-01-08 06:00","2021","01","08","06:00","-9.7","","-11.9","","84","","0.0","","8","","5","","","","94.33","","","","-13","","NA"
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-01-08 07:00","2021","01","08","07:00","-9.3","","-12.2","","80","","0.0","","7","","7","","","","94.29","","","","-13","","NA"
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-01-08 08:00","2021","01","08","08:00","-10.8","","-13.7","","80","","0.0","","11","","2","","","","94.27","","","","-12","","NA"
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-01-08 09:00","2021","01","08","09:00","-11.2","","-13.2","","85","","0.0","","24","","2","","","","94.27","","","","-12","","NA"
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-01-08 10:00","2021","01","08","10:00","-9.1","","-12.4","","76","","0.0","","27","","3","","","","94.29","","","","-11","","NA"
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-01-08 11:00","2021","01","08","11:00","-6.1","","-11.9","","64","","0.0","","25","","5","","","","94.29","","","","-9","","NA"
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-01-08 12:00","2021","01","08","12:00","-5.2","","-11.7","","60","","0.0","","21","","6","","","","94.24","","","","-8","","NA"
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-01-08 13:00","2021","01","08","13:00","-3.8","","-10.4","","60","","0.0","","17","","8","","","","94.20","","","","-7","","NA"
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-01-08 14:00","2021","01","08","14:00","-3.1","","-10.0","","59","","0.0","","13","","11","","","","94.13","","","","-7","","NA"
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-01-08 15:00","2021","01","08","15:00","-3.0","","-9.7","","60","","0.0","","14","","11","","","","94.12","","","","-7","","NA"
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-01-08 16:00","2021","01","08","16:00","-4.3","","-10.7","","61","","0.0","","15","","11","","","","94.10","","","","-9","","NA"
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-01-08 17:00","2021","01","08","17:00","-5.3","","-10.6","","67","","0.0","","15","","13","","","","94.11","","","","-10","","NA"
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-01-08 18:00","2021","01","08","18:00","-7.1","","-11.2","","72","","0.0","","18","","13","","","","94.11","","","","-13","","NA"
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-01-08 19:00","2021","01","08","19:00","-7.4","","-11.2","","74","","0.0","","19","","15","","","","94.16","","","","-14","","NA"
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-01-08 20:00","2021","01","08","20:00","-8.6","","-11.7","","78","","0.0","","19","","10","","","","94.17","","","","-14","","NA"
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-01-08 21:00","2021","01","08","21:00","-9.8","","-12.3","","82","","0.0","","23","","10","","","","94.20","","","","-15","","NA"
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-01-08 22:00","2021","01","08","22:00","-10.6","","-12.6","","85","","0.0","","21","","8","","","","94.19","","","","-15","","NA"
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-01-08 23:00","2021","01","08","23:00","-10.3","","-13.2","","79","","0.0","","21","","13","","","","94.22","","","","-17","","NA"
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-01-09 00:00","2021","01","09","00:00","-12.1","","-14.5","","82","","0.0","","22","","8","","","","94.27","","","","-17","","NA"
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-01-09 01:00","2021","01","09","01:00","-12.6","","-15.1","","82","","0.0","","22","","7","","","","94.29","","","","-17","","NA"
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-01-09 02:00","2021","01","09","02:00","-13.1","","-15.5","","82","","0.0","","23","","8","","","","94.33","","","","-18","","NA"
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-01-09 03:00","2021","01","09","03:00","-13.9","","-15.8","","86","","0.0","","21","","4","","","","94.39","","","","-17","","NA"
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-01-09 04:00","2021","01","09","04:00","-13.2","","-15.6","","82","","0.0","","23","","9","","","","94.44","","","","-19","","NA"
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-01-09 05:00","2021","01","09","05:00","-13.1","","-15.5","","82","","0.0","","25","","7","","","","94.45","","","","-18","","NA"
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-01-09 06:00","2021","01","09","06:00","-13.5","","-15.8","","83","","0.0","","23","","6","","","","94.47","","","","-18","","NA"
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-01-09 07:00","2021","01","09","07:00","-13.3","","-15.6","","83","","0.0","","22","","5","","","","94.48","","","","-17","","NA"
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-01-09 08:00","2021","01","09","08:00","-12.3","","-15.1","","80","","0.0","","23","","7","","","","94.45","","","","-17","","NA"
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-01-09 09:00","2021","01","09","09:00","-12.6","","-15.2","","81","","0.0","","22","","6","","","","94.49","","","","-17","","NA"
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-01-09 10:00","2021","01","09","10:00","-10.0","","-13.7","","74","","0.0","","23","","6","","","","94.50","","","","-14","","NA"
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-01-09 11:00","2021","01","09","11:00","-7.1","","-12.6","","65","","0.0","","20","","4","","","","94.51","","","","-9","","NA"
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-01-09 12:00","2021","01","09","12:00","-4.3","","-11.6","","57","","0.0","","22","","5","","","","94.48","","","","-6","","NA"
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-01-09 13:00","2021","01","09","13:00","-2.3","","-10.4","","54","","0.0","","18","","5","","","","94.41","","","","-4","","NA"
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-01-09 14:00","2021","01","09","14:00","-0.8","","-9.3","","53","","0.0","","19","","8","","","","94.34","","","","-4","","NA"
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-01-09 15:00","2021","01","09","15:00","-0.2","","-9.4","","50","","0.0","","19","","5","","","","94.30","","","","-2","","NA"
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-01-09 16:00","2021","01","09","16:00","-0.3","","-9.6","","49","","0.0","","19","","4","","","","94.24","","","","-2","","NA"
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-01-09 17:00","2021","01","09","17:00","-3.3","","-10.0","","59","","0.0","","20","","3","","","","94.21","","","","-5","","NA"
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-01-09 18:00","2021","01","09","18:00","-5.9","","-10.6","","70","","0.0","","23","","4","","","","94.15","","","","-8","","NA"
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-01-09 19:00","2021","01","09","19:00","-6.4","","-10.6","","72","","0.0","","22","","2","","","","94.07","","","","-7","","NA"
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-01-09 20:00","2021","01","09","20:00","-6.8","","-10.2","","77","","0.0","","20","","3","","","","94.00","","","","-8","","NA"
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-01-09 21:00","2021","01","09","21:00","-7.2","","-10.9","","75","","0.0","","19","","9","","","","93.94","","","","-12","","NA"
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-01-09 22:00","2021","01","09","22:00","-6.2","","-11.0","","68","","0.0","","21","","8","","","","93.86","","","","-10","","NA"
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-01-09 23:00","2021","01","09","23:00","-7.0","","-11.0","","73","","0.0","","20","","6","","","","93.79","","","","-10","","NA"
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-01-10 00:00","2021","01","10","00:00","-7.3","","-11.2","","74","","0.0","","17","","8","","","","93.71","","","","-11","","NA"
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-01-10 01:00","2021","01","10","01:00","-7.7","","-11.3","","75","","0.0","","18","","9","","","","93.63","","","","-12","","NA"
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-01-10 02:00","2021","01","10","02:00","-7.0","","-11.1","","73","","0.0","","19","","10","","","","93.56","","","","-12","","NA"
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-01-10 03:00","2021","01","10","03:00","-7.5","","-11.1","","76","","0.0","","18","","12","","","","93.54","","","","-13","","NA"
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-01-10 04:00","2021","01","10","04:00","-8.5","","-11.7","","77","","0.0","","18","","10","","","","93.46","","","","-13","","NA"
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-01-10 05:00","2021","01","10","05:00","-8.8","","-11.3","","81","","0.0","","20","","6","","","","93.43","","","","-12","","NA"
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-01-10 06:00","2021","01","10","06:00","-8.7","","-11.7","","79","","0.0","","26","","6","","","","93.39","","","","-12","","NA"
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-01-10 07:00","2021","01","10","07:00","-9.3","","-12.2","","80","","0.0","","22","","6","","","","93.32","","","","-13","","NA"
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-01-10 08:00","2021","01","10","08:00","-9.4","","-12.4","","79","","0.0","","23","","9","","","","93.32","","","","-14","","NA"
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-01-10 09:00","2021","01","10","09:00","-9.9","","-12.7","","80","","0.0","","22","","10","","","","93.37","","","","-15","","NA"
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-01-10 10:00","2021","01","10","10:00","-8.8","","-12.1","","77","","0.0","","22","","10","","","","93.33","","","","-14","","NA"
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-01-10 11:00","2021","01","10","11:00","-8.1","","-11.7","","75","","0.0","","20","","8","","","","93.33","","","","-12","","NA"
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-01-10 12:00","2021","01","10","12:00","-6.4","","-10.8","","71","","0.0","","20","","5","","","","93.34","","","","-9","","NA"
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-01-10 13:00","2021","01","10","13:00","-5.5","","-10.3","","69","","0.0","","18","","7","","","","93.32","","","","-9","","NA"
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-01-10 14:00","2021","01","10","14:00","-3.4","","-9.7","","62","","0.0","","22","","6","","","","93.33","","","","-6","","NA"
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-01-10 15:00","2021","01","10","15:00","-1.8","","-8.9","","58","","0.0","","25","","7","","","","93.35","","","","-4","","NA"
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-01-10 16:00","2021","01","10","16:00","-0.8","","-8.2","","57","","0.0","","24","","5","","","","93.38","","","","-2","","NA"
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-01-10 17:00","2021","01","10","17:00","-3.5","","-8.8","","66","","0.0","","21","","6","","","","93.46","","","","-6","","NA"
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-01-10 18:00","2021","01","10","18:00","-3.7","","-8.6","","69","","0.0","","23","","5","","","","93.46","","","","-6","","NA"
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-01-10 19:00","2021","01","10","19:00","-5.5","","-9.0","","76","","0.0","","22","","4","","","","93.44","","","","-7","","NA"
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-01-10 20:00","2021","01","10","20:00","-3.5","","-8.6","","68","","0.0","","22","","10","","","","93.43","","","","-7","","NA"
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-01-10 21:00","2021","01","10","21:00","-3.5","","-8.7","","67","","0.0","","22","","10","","","","93.44","","","","-7","","NA"
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-01-10 22:00","2021","01","10","22:00","-3.9","","-8.7","","69","","0.0","","22","","8","","","","93.45","","","","-7","","NA"
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-01-10 23:00","2021","01","10","23:00","-4.1","","-8.6","","71","","0.0","","22","","8","","","","93.41","","","","-8","","NA"
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-01-11 00:00","2021","01","11","00:00","-4.8","","-8.9","","73","","0.0","","22","","6","","","","93.41","","","","-8","","NA"
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-01-11 01:00","2021","01","11","01:00","-5.4","","-9.1","","76","","0.0","","22","","5","","","","93.36","","","","-8","","NA"
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-01-11 02:00","2021","01","11","02:00","-5.1","","-8.9","","75","","0.0","","24","","8","","","","93.38","","","","-9","","NA"
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-01-11 03:00","2021","01","11","03:00","-6.4","","-9.2","","81","","0.0","","23","","2","","","","93.33","","","","-7","","NA"
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-01-11 04:00","2021","01","11","04:00","-6.2","","-9.0","","80","","0.0","","26","","4","","","","93.28","","","","-8","","NA"
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-01-11 05:00","2021","01","11","05:00","-5.2","","-8.8","","76","","0.0","","25","","6","","","","93.20","","","","-8","","NA"
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-01-11 06:00","2021","01","11","06:00","-5.0","","-8.7","","75","","0.0","","24","","7","","","","93.12","","","","-8","","NA"
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-01-11 07:00","2021","01","11","07:00","-5.1","","-8.7","","76","","0.0","","23","","7","","","","93.05","","","","-8","","NA"
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-01-11 08:00","2021","01","11","08:00","-5.1","","-8.4","","78","","0.0","","23","","7","","","","92.95","","","","-8","","NA"
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-01-11 09:00","2021","01","11","09:00","-5.1","","-9.0","","74","","0.0","","22","","9","","","","92.98","","","","-9","","NA"
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-01-11 10:00","2021","01","11","10:00","-4.9","","-8.5","","76","","0.0","","22","","8","","","","92.95","","","","-8","","NA"
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-01-11 11:00","2021","01","11","11:00","-2.6","","-7.9","","67","","0.0","","22","","10","","","","92.90","","","","-6","","NA"
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-01-11 12:00","2021","01","11","12:00","-0.2","","-7.4","","58","","0.0","","23","","7","","","","92.82","","","","-3","","NA"
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-01-11 13:00","2021","01","11","13:00","1.5","","-7.0","","53","","0.0","","22","","9","","","","92.77","","","","","","NA"
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-01-11 14:00","2021","01","11","14:00","1.3","","-6.6","","56","","0.0","","20","","9","","","","92.71","","","","","","NA"
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-01-11 15:00","2021","01","11","15:00","1.0","","-6.3","","58","","0.0","","21","","8","","","","92.74","","","","","","NA"
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-01-11 16:00","2021","01","11","16:00","1.0","","-5.9","","60","","0.0","","19","","8","","","","92.66","","","","","","NA"
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-01-11 17:00","2021","01","11","17:00","2.7","","-5.0","","57","","0.0","","22","","15","","","","92.61","","","","","","NA"
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-01-11 18:00","2021","01","11","18:00","2.0","","-4.8","","61","","0.0","","22","","13","","","","92.66","","","","","","NA"
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-01-11 19:00","2021","01","11","19:00","1.2","","-5.0","","64","","0.0","","24","","6","","","","92.69","","","","","","NA"
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-01-11 20:00","2021","01","11","20:00","4.9","","-7.0","","42","","0.0","","28","","14","","","","92.81","","","","","","NA"
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-01-11 21:00","2021","01","11","21:00","2.4","","-6.8","","51","","0.0","","28","","8","","","","92.85","","","","","","NA"
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-01-11 22:00","2021","01","11","22:00","0.9","","-7.3","","54","","0.0","","23","","8","","","","92.81","","","","","","NA"
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-01-11 23:00","2021","01","11","23:00","-1.0","","-7.3","","62","","0.0","","23","","8","","","","92.83","","","","-4","","NA"
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-01-12 00:00","2021","01","12","00:00","-1.8","","-7.2","","67","","0.0","","25","","6","","","","92.82","","","","-4","","NA"
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-01-12 01:00","2021","01","12","01:00","-2.8","","-7.9","","68","","0.0","","23","","3","","","","92.83","","","","-4","","NA"
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-01-12 02:00","2021","01","12","02:00","-5.1","","-9.1","","73","","0.0","","26","","2","","","","92.89","","","","-6","","NA"
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-01-12 03:00","2021","01","12","03:00","-7.1","","-10.3","","78","","0.0","","19","","7","","","","92.84","","","","-11","","NA"
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-01-12 04:00","2021","01","12","04:00","-3.9","","-9.4","","66","","0.0","","21","","7","","","","92.76","","","","-7","","NA"
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-01-12 05:00","2021","01","12","05:00","-6.2","","-11.0","","69","","0.0","","23","","5","","","","92.73","","","","-9","","NA"
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-01-12 06:00","2021","01","12","06:00","-5.0","","-10.7","","64","","0.0","","23","","7","","","","92.78","","","","-8","","NA"
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-01-12 07:00","2021","01","12","07:00","-4.3","","-10.0","","65","","0.0","","9","","5","","","","92.62","","","","-6","","NA"
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-01-12 08:00","2021","01","12","08:00","-4.5","","-10.2","","65","","0.0","","7","","6","","","","92.37","","","","-7","","NA"
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-01-12 09:00","2021","01","12","09:00","-5.5","","-9.9","","71","","0.0","","7","","3","","","","92.32","","","","-7","","NA"
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-01-12 10:00","2021","01","12","10:00","-4.5","","-9.8","","67","","0.0","","30","","3","","","","92.24","","","","-6","","NA"
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-01-12 11:00","2021","01","12","11:00","-1.6","","-10.0","","53","","0.0","","11","","16","","","","92.15","","","","-7","","NA"
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-01-12 12:00","2021","01","12","12:00","1.0","","-8.2","","50","","0.0","","13","","15","","","","91.98","","","","","","NA"
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-01-12 13:00","2021","01","12","13:00","1.9","","-6.6","","53","","0.0","","14","","12","","","","91.83","","","","","","NA"
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-01-12 14:00","2021","01","12","14:00","1.5","","-6.1","","57","","0.0","","17","","17","","","","91.84","","","","","","NA"
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-01-12 15:00","2021","01","12","15:00","1.1","","-5.6","","61","","0.0","","17","","17","","","","91.79","","","","","","NA"
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-01-12 16:00","2021","01","12","16:00","-0.3","","-5.9","","66","","0.0","","17","","10","","","","91.84","","","","-4","","NA"
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-01-12 17:00","2021","01","12","17:00","-1.3","","-6.3","","69","","0.0","","22","","6","","","","91.90","","","","-4","","NA"
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-01-12 18:00","2021","01","12","18:00","-2.9","","-6.9","","74","","0.0","","21","","6","","","","91.81","","","","-5","","NA"
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-01-12 19:00","2021","01","12","19:00","-2.9","","-6.5","","76","","0.0","","24","","5","","","","91.97","","","","-5","","NA"
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-01-12 20:00","2021","01","12","20:00","-3.8","","-6.9","","79","","0.0","","21","","8","","","","92.01","","","","-7","","NA"
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-01-12 21:00","2021","01","12","21:00","-3.5","","-6.5","","80","","0.0","","22","","9","","","","92.00","","","","-7","","NA"
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-01-12 22:00","2021","01","12","22:00","-4.9","","-7.3","","84","","0.0","","34","","2","","","","91.95","","","","-6","","NA"
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-01-12 23:00","2021","01","12","23:00","-5.8","","-7.5","","87","","0.0","","25","","3","","","","91.90","","","","-7","","NA"
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-01-13 00:00","2021","01","13","00:00","-5.9","","-7.9","","86","","0.0","","27","","2","","","","91.83","","","","-7","","NA"
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-01-13 01:00","2021","01","13","01:00","-5.2","","-7.6","","83","","0.0","","32","","2","","","","91.82","","","","-6","","NA"
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-01-13 02:00","2021","01","13","02:00","-5.2","","-7.7","","82","","0.0","","34","","3","","","","91.71","","","","-7","","NA"
